執行日期,科目名稱,摘要,受款單位, 金額 
111/11/17,國民及學前教育行政及督導,111學年度公立幼兒園配合幼兒教育及照顧法改制增置人員經費第1期款,臺北市政府教育局,"32,556,480"
111/11/17,國民及學前教育行政及督導,111學年度公立幼兒園配合幼兒教育及照顧法改制增置人員經費第1期款,臺北市政府教育局,"7,098,000"
111/11/17,國民及學前教育行政及督導,111學年度第1學期非營利幼兒園辦理延長照顧服務經費,臺北市政府教育局,"101,146"
111/11/17,國民及學前教育行政及督導,四張犁國中新建公共化幼兒園園舍工程經費,臺中市政府教育局,"7,776,000"
111/11/17,國民及學前教育行政及督導,112學年度新設青園非營利幼兒園建築物裝修及購置教學設備第2期款,桃園市政府,"22,652,955"
111/11/17,國民及學前教育行政及督導,七農非營利幼兒園110學年度永續經營之房舍修繕及設施設備改善經費,臺南市政府教育局,"54,000"
111/11/17,國民及學前教育行政及督導,七農非營利幼兒園110學年度永續經營之房舍修繕及設施設備改善經費,臺南市政府教育局,"1,763,100"
111/11/17,國民及學前教育行政及督導,111年度新泰國小等7校附設幼兒園增班第2期款,新北市政府教育局,"2,800,000"
111/11/17,國民及學前教育行政及督導,111年度推動學前教保、少子女化對策計畫及辦理符合補助要件幼兒園稽核相關業務增置人力經費追加款,臺南市政府教育局,"195,000"
111/11/17,國民及學前教育行政及督導,111學年度第1學期實用技能學程開班費,高雄市政府教育局,"252,700"
111/11/17,國民及學前教育行政及督導,112學年度高雄區高級中等學校免試入學工作經費(第1期),高雄市政府教育局,"374,675"
111/11/17,國民及學前教育行政及督導,112學年度高雄區高級中等學校免試入學工作經費(第1期),臺南市政府教育局,"330,000"
111/11/17,國民及學前教育行政及督導,公立國中小校舍耐震能力及設施設備改善計畫(106-108年度)老舊校舍拆除重建工程經費,臺中市政府教育局,"80,000"
111/11/17,國民及學前教育行政及督導,文元國小110年度充實設施設備-學生活動中心吸音環境改善工程經費,臺南市政府教育局,"950,000"
111/11/17,國民及學前教育行政及督導,柳營國小110年度充實設施設備-北棟校舍前鋪面路平改善工程經費,臺南市政府教育局,"2,464,439"
111/11/17,國民及學前教育行政及督導,111學年度第1學期高級中等學校特殊境遇家庭子女孫子女學雜費減免補助,臺中市政府教育局,"26,595"
111/11/17,國民及學前教育行政及督導,111學年度第1學期高級中等學校低收入戶及中低收入戶學生學雜費減免補助,桃園市政府,"2,593,689"
111/11/17,國民及學前教育行政及督導,111學年度第1學期高級中等學校低收入戶及中低收入戶學生學雜費減免補助,桃園市政府,"122,892"
111/11/17,國民及學前教育行政及督導,111學年度第1學期高級中等學校低收入戶及中低收入戶學生學雜費減免補助,臺中市政府教育局,"625,326"
111/11/18,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),臺北市政府教育局,"35,328,000"
111/11/18,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),桃園市政府,"700,944"
111/11/18,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),桃園市政府,"37,128,000"
111/11/18,國民及學前教育行政及督導,111年補助各直轄市、縣(市)政府教師專業審查會運作經費,桃園市政府,"65,000"
111/11/18,國民及學前教育行政及督導,111年度補助全國高級中等學校學生自治組織暨法人或團體辦理相關知能工作坊經費,臺北市政府教育局,"79,100"
111/11/18,國民及學前教育行政及督導,111年度改善無障礙校園環境計畫經費,臺南市政府教育局,"926,682"
111/11/18,國民及學前教育行政及督導,"高雄市佛公國小「111年度實施新住民子女華語文學習扶助課程」所需經費新臺幣1萬7,316元",高雄市政府教育局,"19,690"
111/11/18,國民及學前教育行政及督導,"高雄市佛公國小「111年度實施新住民子女華語文學習扶助課程」所需經費新臺幣1萬7,316元",高雄市政府教育局,"17,316"
111/11/18,國民及學前教育行政及督導,"高雄市佛公國小「111年度實施新住民子女華語文學習扶助課程」所需經費新臺幣1萬7,316元",臺中市政府教育局,"26,394"
111/11/18,國民及學前教育行政及督導,"高雄市佛公國小「111年度實施新住民子女華語文學習扶助課程」所需經費新臺幣1萬7,316元",高雄市政府教育局,"26,254"
111/11/18,國民及學前教育行政及督導,111上半年暨111學年度原住民族教育資源中心經費(第2期),臺南市政府教育局,"637,604"
111/11/18,國民及學前教育行政及督導,大額通報教補11月22日-新市國小附設幼兒園等8園(校)新建公共化幼兒園第1期款,臺南市政府教育局,"211,592,311"
111/11/18,國民及學前教育行政及督導,111年度三重高中等12校附設幼兒園增班第2期款,新北市政府教育局,"5,700,000"
111/11/18,國民及學前教育行政及督導,111年度鳳鳴國小附設幼兒園增班經費,新北市政府教育局,"420,000"
111/11/18,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,新北市政府教育局,"3,137,312"
111/11/18,國民及學前教育行政及督導,111年度改善無障礙校園環境計畫經費,臺南市政府教育局,"1,511,651"
111/11/18,國民及學前教育行政及督導,補助學校體健館2樓廁所空間活化工程經費,新北市政府教育局,"604,759"
111/11/18,國民及學前教育行政及督導,民權國小110年充實設施設備-教學棟2樓前木質地板修繕工程經費,高雄市政府教育局,"693,000"
111/11/18,國民及學前教育行政及督導,多納國小110年充實設施設備-圖書館整修工程經費,高雄市政府教育局,"1,470,000"
111/11/18,國民及學前教育行政及督導,111學年度國民中學技藝教育充實改善教學設備計畫經費,臺北市政府教育局,"486,265"
111/11/18,國民及學前教育行政及督導,111學年度國民中學區域職業試探與體驗示範中心計畫第1期款,臺北市政府教育局,"383,400"
111/11/18,國民及學前教育行政及督導,111年1月至7月商借教師至國教署服務所需代理代課教師經費,新北市政府教育局,"362,419"
111/11/18,國民及學前教育行政及督導,龍津高中改善高中實驗室充實設備計畫,臺中市政府教育局,"1,261,260"
111/11/18,國民及學前教育行政及督導,111年度補助改善偏遠及非山非市地區高級中等學校宿舍計畫,新北市政府教育局,"5,657,817"
111/11/18,國民及學前教育行政及督導,111年度補助改善偏遠及非山非市地區高級中等學校宿舍計畫,新北市政府教育局,"5,404,049"
111/11/18,國民及學前教育行政及督導,110學年度第2學期辦學必要支出經費,臺中市政府教育局,"445,793"
111/11/18,國民及學前教育行政及督導,110學年度第2學期辦學必要支出經費,臺中市政府教育局,"21,039,433"
111/11/21,國民及學前教育行政及督導,補助學校力學樓新建無障礙電梯及改善周遭環境計畫經費,臺中市政府教育局,"3,747,552"
111/11/21,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),臺中市政府教育局,"1,972,359"
111/11/21,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),臺中市政府教育局,"45,132,800"
111/11/21,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),臺南市政府教育局,"1,298,669"
111/11/21,國民及學前教育行政及督導,辦理111學年度輔導教師人力運用計畫經費(第1期),臺南市政府教育局,"28,896,000"
111/11/21,國民及學前教育行政及督導,111學年度國民中學技藝教育充實改善教學設備計畫經費,臺南市政府教育局,"614,874"
111/11/21,國民及學前教育行政及督導,111年度偏遠地區學校及非山非市學校(非原住民學校)設施設備計畫第2期款,臺中市政府教育局,"11,331,874"
111/11/21,國民及學前教育行政及督導,黎明國中111年度充實設施設備-迎曦樓(A棟)勵學樓(E1棟)磁磚剝落修繕工程經費,臺中市政府教育局,"6,891,040"
111/11/21,國民及學前教育行政及督導,宜欣國小110年度充實設施設備-多功能教室充實設備採購經費,臺中市政府教育局,"567,088"
111/11/21,國民及學前教育行政及督導,月眉國小110年度充實設施設備-操場表演臺修(整)建工程經費,臺中市政府教育局,"1,573,960"
111/11/21,國民及學前教育行政及督導,草湖國小110年度充實設施設備-老舊圖書館暨多功能閱讀區整修工程經費,臺中市政府教育局,"1,399,050"
111/11/21,國民及學前教育行政及督導,後埔國小110年度充實設施設備-侏儸紀公園地坪整修工程經費,新北市政府教育局,"2,339,867"
111/11/21,國民及學前教育行政及督導,平溪國中110年度充實設施設備-教學大樓採光罩與走廊漏水改善工程經費,新北市政府教育局,"994,000"
111/11/21,國民及學前教育行政及督導,板橋國中110年度充實設施設備-校園東側暨433巷圍牆整修工程經費,新北市政府教育局,"3,290,000"
111/11/21,國民及學前教育行政及督導,重慶國小110年度充實設施設備-校門廣場地坪整修工程經費,新北市政府教育局,"3,500,000"
111/11/21,國民及學前教育行政及督導,北新國小110年度充實設施設備-充實學校東昇樓冷氣隔熱外遮陽板經費,新北市政府教育局,"592,200"
111/11/21,國民及學前教育行政及督導,頭前國中110年度充實設施設備-至真樓、至善樓內外牆面改善工程經費,新北市政府教育局,"3,987,437"
111/11/21,國民及學前教育行政及督導,頭前國小111年度充實設施設備-視聽教室整修工程第2期款,新北市政府教育局,"1,613,390"
111/11/21,國民及學前教育行政及督導,頭洲國小110年度充實設施設備-中庭地坪改善計畫經費,桃園市政府,"1,496,981"
111/11/21,國民及學前教育行政及督導,石門國小110年度充實設施設備-側門地坪排水鋪面修繕工程經費,桃園市政府,"2,464,461"
111/11/21,國民及學前教育行政及督導,公埔國小110年度充實設施設備-大門入口意象、通學步道及穿堂整建工程經費,桃園市政府,"1,890,000"
111/11/21,國民及學前教育行政及督導,111學年度第1學期高級中等學校低收入戶及中低收入戶學生學雜費減免補助,臺中市政府教育局,"94,026"
